node,embedding
Carbonic.anhydrase.6,"[-0.021079178899526596, -0.09570755809545517, 0.11514667421579361, 0.08442136645317078, 0.09245187789201736, 0.05930038169026375, -0.05859821289777756, 0.05438648909330368, -0.08834285289049149, -0.02199292555451393, 0.09053070098161697, 0.04616963863372803, -0.0250898115336895, -0.008220690302550793, 0.027299465611577034, 0.02195119671523571, -0.03007901832461357, 0.07423479110002518, -0.0020814365707337856, -0.03864983469247818, 0.0357358381152153, 0.05320899561047554, -0.0017519335960969329, -0.15400902926921844, -0.09213484078645706, -0.03721527010202408, -0.061850205063819885, 0.1314663290977478, 0.005967495962977409, -0.01570916548371315, 0.009014025330543518, -0.011270689778029919, 0.08599215745925903, 0.07185912877321243, 0.050785087049007416, 0.009172013029456139, 0.16051551699638367, -0.06331116706132889, 0.05125492811203003, 0.08608917891979218, -0.10444895923137665, 0.059840038418769836, 0.038363490253686905, -0.043983131647109985, 0.08283476531505585, 0.03560502454638481, -0.015255970880389214, -0.004626554902642965, -0.07655762881040573, 0.1204259991645813, 0.04380923882126808, 0.07722193002700806, 0.129366934299469, 0.08313578367233276, -0.015973934903740883, 0.05451982468366623, 0.11249768733978271, -0.07088353484869003, -0.020499955862760544, 0.13102659583091736, -0.009950648993253708, 0.04718363657593727, 0.1285707950592041, 0.009385047480463982, 0.04909154027700424, -0.023955754935741425, 0.06665538251399994, 0.08124787360429764, 0.06060221418738365, 0.0027887998148798943, 0.03695927932858467, -0.05330131947994232, -0.17495591938495636, -0.1156989261507988, -0.01809743605554104, -0.10493829101324081, -0.04663572087883949, 0.033969566226005554, -0.09224498271942139, 0.1495392620563507, 0.022346502169966698, -0.03972508758306503, 0.07322093844413757, 0.26734626293182373, 0.08920274674892426, 0.06741711497306824, 0.15611959993839264, -0.07350966334342957, 0.06106177717447281, 0.07315675169229507, 0.07307253777980804, -0.10047868639230728, 0.020152322947978973, -0.07170788198709488, 0.10239344090223312, -0.09093770384788513, -0.05219092220067978, -0.10337801277637482, -0.10493118315935135, -0.10347200930118561, -0.0882512554526329, 0.06413660198450089, -0.11995941400527954, -0.11223547160625458, 0.008985096588730812, -0.010326108895242214, -0.04628363996744156, -0.025393756106495857, 0.08743327856063843, -0.06795016676187515, 0.12494897097349167, -0.20513394474983215, 0.02491619624197483, -0.022485127672553062, -0.1092950627207756, 0.0023988219909369946, 0.055194199085235596, 0.014184135012328625, -0.033188920468091965, -0.059182845056056976, -0.05487920343875885, -0.051595237106084824, -0.06756505370140076, 0.024161620065569878, -0.07783269882202148, -0.01832338236272335, -0.12434566020965576, 0.0037643148098140955]"
X...12100,"[-0.004152990877628326, -0.12161626666784286, 0.11140944063663483, 0.12454361468553543, 0.09379038959741592, 0.03908843174576759, -0.0447082482278347, 0.07262008637189865, -0.09702222794294357, -0.03060031309723854, 0.08358757942914963, 0.08318047970533371, -0.022649619728326797, -0.035219740122556686, 0.027706312015652657, 0.029022136703133583, -0.013424243777990341, 0.08597508817911148, -0.012018286623060703, -0.017262199893593788, 0.0009767240844666958, 0.038641754537820816, 0.0019528026459738612, -0.115087129175663, -0.0742201879620552, -0.026592234149575233, -0.09061494469642639, 0.1348220556974411, 0.008105392567813396, -0.02703884243965149, 0.0013271573698148131, 0.022935066372156143, 0.09737338125705719, 0.06458821147680283, 0.029563838616013527, 0.008744158782064915, 0.16575664281845093, -0.0809982493519783, 0.026351910084486008, 0.08211896568536758, -0.09221126139163971, 0.061043430119752884, 0.033101409673690796, -0.029555436223745346, 0.04518444091081619, 0.047930601984262466, -0.007980262860655785, 0.02398909255862236, -0.029600879177451134, 0.1082218587398529, 0.04391791298985481, 0.07089977711439133, 0.13343532383441925, 0.06501414626836777, -0.017677098512649536, 0.05552060529589653, 0.11462279409170151, -0.06618629395961761, -0.018234606832265854, 0.14227096736431122, -0.004293345380574465, -0.00853259302675724, 0.12696680426597595, 0.06079329177737236, 0.03434913977980614, -0.030083999037742615, 0.08947263658046722, 0.06326574087142944, 0.038265157490968704, -0.018742945045232773, 0.021914362907409668, -0.06397977471351624, -0.18425488471984863, -0.1200445219874382, 0.00025965218083001673, -0.1332431137561798, -0.011414428241550922, 0.009348653256893158, -0.08347437530755997, 0.1344962865114212, 0.015239549800753593, -0.07968252897262573, 0.06485692411661148, 0.2549276649951935, 0.07431615889072418, 0.08037760853767395, 0.13992762565612793, -0.03879394754767418, 0.09677887707948685, 0.1091349795460701, 0.04559799283742905, -0.07022346556186676, 0.038190681487321854, -0.06172763556241989, 0.11632800102233887, -0.115519680082798, -0.036858897656202316, -0.11101026087999344, -0.08555246144533157, -0.06082369387149811, -0.11777444928884506, 0.05526850372552872, -0.11381860822439194, -0.11812508851289749, 0.0015940942103043199, -0.023514121770858765, -0.046837471425533295, 0.018224285915493965, 0.10449746996164322, -0.05668460577726364, 0.13983409106731415, -0.2018296718597412, 0.03536306321620941, 0.009953174740076065, -0.11365889012813568, -0.019882841035723686, 0.03799024596810341, 0.029069019481539726, -0.017961381003260612, -0.044831812381744385, -0.04930318146944046, -0.07807045429944992, -0.013576561585068703, 0.02562135085463524, -0.10034093260765076, -0.03623393923044205, -0.11465728282928467, -0.013365601189434528]"
X...21364,"[-0.015042667277157307, -0.1179155707359314, 0.1063290610909462, 0.1044885665178299, 0.10410326719284058, 0.039261624217033386, -0.05866988003253937, 0.05521003529429436, -0.09991541504859924, -0.03542220965027809, 0.10134813189506531, 0.06315311789512634, -0.013930289074778557, -0.015527177602052689, 0.040030207484960556, -0.005072387401014566, -0.02163766138255596, 0.06570674479007721, -0.0016976449405774474, -0.03947746008634567, 0.017171749845147133, 0.06095908582210541, 0.021188752725720406, -0.11685072630643845, -0.0802956148982048, -0.03612501919269562, -0.05229155346751213, 0.1347160041332245, 0.005471701268106699, -0.019468966871500015, -0.0018919893773272634, -0.010711504146456718, 0.11422113329172134, 0.06640953570604324, 0.05079219490289688, 0.009729577228426933, 0.16552437841892242, -0.07382752746343613, 0.05310192331671715, 0.08852113783359528, -0.10440276563167572, 0.07331443578004837, 0.008054671809077263, -0.04079723730683327, 0.08355867862701416, 0.03716170787811279, -0.02245998941361904, -0.00513432826846838, -0.06978539377450943, 0.10466113686561584, 0.06278542429208755, 0.0733565017580986, 0.11790643632411957, 0.0764300525188446, -0.02141031064093113, 0.04786619544029236, 0.09005703777074814, -0.05601978302001953, -0.01953475922346115, 0.12442140281200409, -0.0009874609531834722, 0.024834202602505684, 0.142583429813385, 0.02509222738444805, 0.042707107961177826, -0.02413744479417801, 0.05379912629723549, 0.07696007937192917, 0.05507597327232361, -0.008351617492735386, 0.05255589261651039, -0.0807889848947525, -0.18110108375549316, -0.1124488115310669, -0.008842677809298038, -0.09809272736310959, -0.05061909928917885, 0.02236633189022541, -0.10192138701677322, 0.12349908798933029, 0.029434893280267715, -0.042809952050447464, 0.06690763682126999, 0.25926557183265686, 0.08245233446359634, 0.05602245032787323, 0.16066691279411316, -0.08095931261777878, 0.05805763602256775, 0.10534608364105225, 0.04196896031498909, -0.06126260384917259, 0.04005149379372597, -0.08266526460647583, 0.12983518838882446, -0.09649401158094406, -0.05798939988017082, -0.11351342499256134, -0.07149434834718704, -0.12818531692028046, -0.0930534228682518, 0.06641078740358353, -0.11993438005447388, -0.13057421147823334, -0.014228488318622112, -0.020823152735829353, -0.05785273015499115, -0.0043277437798678875, 0.08180839568376541, -0.06241974979639053, 0.12923769652843475, -0.17912623286247253, 0.024319663643836975, -0.01890605129301548, -0.12607888877391815, -0.023057494312524796, 0.0710093080997467, 0.018279416486620903, -0.048359788954257965, -0.04597368463873863, -0.05658157169818878, -0.06119163706898689, -0.05232446268200874, 0.03433630242943764, -0.0783589780330658, -0.031451210379600525, -0.11618821322917938, -0.00417777756229043]"
carotene.diol..2.,"[0.004857044667005539, -0.11573690176010132, 0.09768969565629959, 0.11546623706817627, 0.08744041621685028, 0.02845074236392975, -0.04479614272713661, 0.04519946500658989, -0.09973257035017014, -0.027122586965560913, 0.11291727423667908, 0.06703808158636093, -0.008916965685784817, -0.0402374267578125, 0.04383493959903717, 0.038793813437223434, -0.005486575420945883, 0.0659332424402237, -0.016220437362790108, -0.026726292446255684, 0.0149309691041708, 0.06743781268596649, -0.004846624098718166, -0.11868712306022644, -0.08285845816135406, -0.02069934457540512, -0.09073273092508316, 0.13081878423690796, 0.016997000202536583, -0.028506841510534286, -0.012966050766408443, 0.012734048999845982, 0.09573832154273987, 0.0770498737692833, 0.010796483606100082, 0.014934058301150799, 0.19902828335762024, -0.06017497926950455, 0.05076424032449722, 0.09530983865261078, -0.10681567341089249, 0.07672731578350067, 0.046569228172302246, -0.03820537030696869, 0.07375239580869675, 0.027828630059957504, -0.014746538363397121, -0.010308898985385895, -0.07620639353990555, 0.11611747741699219, 0.07581140846014023, 0.043940719217061996, 0.11899435520172119, 0.041289668530225754, -0.032592326402664185, 0.04700774326920509, 0.12308406829833984, -0.0774417519569397, -0.02305593527853489, 0.12332522124052048, -0.002230740152299404, 0.00458360044285655, 0.10889581590890884, 0.026304714381694794, 0.04533541202545166, -0.03194103017449379, 0.08104804903268814, 0.08266355842351913, 0.03295494243502617, -0.02360684983432293, 0.06471337378025055, -0.07779647409915924, -0.19021931290626526, -0.11237802356481552, -0.0051553319208323956, -0.09372805058956146, -0.037228234112262726, 0.00550002371892333, -0.08229237049818039, 0.12421455979347229, 0.02987699955701828, -0.07121922075748444, 0.06577177345752716, 0.23572060465812683, 0.05579456314444542, 0.0825376957654953, 0.13399523496627808, -0.07507932186126709, 0.09413982182741165, 0.07557563483715057, 0.04478563740849495, -0.06651522219181061, 0.03905879706144333, -0.0876145139336586, 0.12392903119325638, -0.0952795073390007, -0.031957004219293594, -0.1162046566605568, -0.08754187822341919, -0.11079151183366776, -0.09793327003717422, 0.07783285528421402, -0.1187618300318718, -0.09608982503414154, 0.007612401619553566, -0.03855046257376671, -0.0379374660551548, 0.002056723227724433, 0.09196029603481293, -0.06247582659125328, 0.1505727767944336, -0.18726669251918793, 0.034735120832920074, -0.011188655160367489, -0.09812593460083008, -0.03463604673743248, 0.030419545248150826, 0.018106896430253983, -0.028435055166482925, -0.05964971333742142, -0.04953307285904884, -0.07529984414577484, -0.05009832605719566, 0.03447414189577103, -0.06634689122438431, 0.0039381179958581924, -0.10666830837726593, 0.006032973527908325]"
mannitol.sorbitol,"[-0.007251746486872435, -0.10261230915784836, 0.07564306259155273, 0.10487386584281921, 0.08481868356466293, 0.05182328820228577, -0.037071194499731064, 0.0510273315012455, -0.07663631439208984, -0.03182414546608925, 0.09733010083436966, 0.08328616619110107, -0.01948738656938076, -0.015156392939388752, 0.03006424382328987, 0.02621767297387123, -0.017146369442343712, 0.059933215379714966, -0.008176411502063274, -0.03307085856795311, 0.00865088403224945, 0.056845709681510925, 0.0033640924375504255, -0.12026819586753845, -0.07648690044879913, -0.038810595870018005, -0.07156191021203995, 0.11116863042116165, 0.006658460479229689, -0.036163635551929474, 0.010091202333569527, -0.011273462325334549, 0.12099147588014603, 0.07647699117660522, 0.03879602625966072, 0.02129627950489521, 0.16531625390052795, -0.07475075125694275, 0.03417256474494934, 0.10183124244213104, -0.0801088958978653, 0.07209812849760056, 0.032646916806697845, -0.04710114002227783, 0.0649656429886818, 0.034420985728502274, -0.01722322590649128, 0.0063215503469109535, -0.05907117947936058, 0.09475596994161606, 0.05862003564834595, 0.08117084205150604, 0.1091669350862503, 0.05889161303639412, -0.012002875097095966, 0.04655790701508522, 0.11572553217411041, -0.06825049966573715, -0.023647978901863098, 0.12586358189582825, -0.02456503175199032, 0.011526231653988361, 0.12609176337718964, 0.051644448190927505, 0.05230944976210594, -0.013054270297288895, 0.08730416744947433, 0.06793034076690674, 0.03455672413110733, -0.018545689061284065, 0.040805086493492126, -0.06790207326412201, -0.18400317430496216, -0.10253994166851044, -0.00570874847471714, -0.11689919233322144, -0.02776283212006092, 0.007788316812366247, -0.09994467347860336, 0.13332323729991913, 0.03967435285449028, -0.07635518163442612, 0.06864433735609055, 0.2720564305782318, 0.07064877450466156, 0.06408768147230148, 0.14889682829380035, -0.062428850680589676, 0.08789230138063431, 0.0967397540807724, 0.045589055866003036, -0.06466033309698105, 0.04377906024456024, -0.08819165080785751, 0.13638845086097717, -0.11202734708786011, -0.06849265843629837, -0.1189643144607544, -0.10030721127986908, -0.09470852464437485, -0.08912832289934158, 0.06427904963493347, -0.11903735250234604, -0.11446965485811234, -0.0018532712711021304, -0.044466156512498856, -0.05299704521894455, 0.020009608939290047, 0.08588885515928268, -0.050635918974876404, 0.14682020246982574, -0.20545753836631775, 0.035166606307029724, 0.009371432475745678, -0.11007727682590485, -0.01972382329404354, 0.060378096997737885, 0.008273554034531116, -0.03416167572140694, -0.048111528158187866, -0.05479257181286812, -0.07367976754903793, -0.03566010668873787, 0.022400280460715294, -0.062077537178993225, -0.022990379482507706, -0.10389713197946548, -0.004512562416493893]"
Granulysin,"[-0.010112293995916843, -0.09588681906461716, 0.10874789953231812, 0.11500551551580429, 0.09802048653364182, 0.033820610493421555, -0.04625614359974861, 0.04385655000805855, -0.09415049105882645, -0.04011402279138565, 0.12249264121055603, 0.08311257511377335, -0.022946016862988472, -0.02980814129114151, 0.010588327422738075, 0.03197493031620979, -0.03029804304242134, 0.05363756790757179, -0.026598602533340454, -0.025772346183657646, 0.01632053405046463, 0.043177396059036255, 0.03664921224117279, -0.13835448026657104, -0.07203008979558945, -0.04089118912816048, -0.09069450199604034, 0.12965434789657593, 0.028755614534020424, -0.052845776081085205, 0.016415981575846672, 0.01524320337921381, 0.10934775322675705, 0.09133685380220413, 0.01798720471560955, 0.008082429878413677, 0.19479261338710785, -0.05093412846326828, 0.05839661508798599, 0.0935014933347702, -0.10460806638002396, 0.08571944385766983, 0.03716014698147774, -0.04017987102270126, 0.07361025363206863, 0.028524238616228104, -0.020413225516676903, -0.0013134056935086846, -0.04793516919016838, 0.0942239910364151, 0.07987551391124725, 0.0699092373251915, 0.0726788267493248, 0.06612147390842438, -0.028341073542833328, 0.07542852312326431, 0.1043207123875618, -0.07316505163908005, -0.020505545660853386, 0.1294572651386261, -0.0038133582565933466, 0.004458807874470949, 0.11553969979286194, 0.042069725692272186, 0.029559459537267685, -0.00574432872235775, 0.08193796873092651, 0.05722324177622795, 0.03082921728491783, -0.009555098600685596, 0.061023686081171036, -0.05435910448431969, -0.14811614155769348, -0.10514397919178009, 0.014229889027774334, -0.10602272301912308, -0.008090906776487827, 0.012355363927781582, -0.07782416045665741, 0.13677681982517242, 0.040081772953271866, -0.07510505616664886, 0.059570588171482086, 0.23612195253372192, 0.07317215949296951, 0.06696359068155289, 0.119414784014225, -0.06265457719564438, 0.07786894589662552, 0.10949602723121643, 0.006372933741658926, -0.05454244464635849, 0.044773295521736145, -0.10531579703092575, 0.1508002132177353, -0.11624933034181595, -0.040447890758514404, -0.1036967784166336, -0.10686371475458145, -0.08750678598880768, -0.10732284188270569, 0.08754253387451172, -0.1314118355512619, -0.11226708441972733, -0.002246628049761057, -0.036851704120635986, -0.050866082310676575, 0.005791164934635162, 0.09533161669969559, -0.03539763018488884, 0.14769670367240906, -0.1892257183790207, 0.03231506049633026, -0.01940937526524067, -0.10479705035686493, -0.03070048987865448, 0.08258520811796188, 0.03486161306500435, -0.021359413862228394, -0.05905526503920555, -0.05047301575541496, -0.06928536295890808, -0.04176783189177513, 0.016006795689463615, -0.08029632270336151, -0.028435243293642998, -0.12206391245126724, -0.038752034306526184]"
RGM.domain.family.member.B,"[-0.02915823832154274, -0.12110473215579987, 0.09177069365978241, 0.10395386070013046, 0.08174556493759155, 0.04785008355975151, -0.07258541136980057, 0.07059066742658615, -0.09495718777179718, -0.04435676336288452, 0.09361572563648224, 0.07414116710424423, -0.019101237878203392, -0.027685033157467842, 0.031907983124256134, 0.02677236497402191, -0.03445066511631012, 0.06407728791236877, -0.01038247812539339, -0.04105430096387863, 0.01946156658232212, 0.042633067816495895, -0.006180325523018837, -0.12562431395053864, -0.07092369347810745, -0.012068113312125206, -0.07659751921892166, 0.13016968965530396, 0.028738683089613914, -0.044865041971206665, 0.00588997034355998, 0.002668294357135892, 0.10554678738117218, 0.07533203065395355, 0.03190413862466812, 0.017207736149430275, 0.1749235987663269, -0.07515156269073486, 0.026972658932209015, 0.08434123545885086, -0.1090836152434349, 0.08206109702587128, 0.034808989614248276, -0.048729509115219116, 0.06563510745763779, 0.0315384604036808, -0.0006870862562209368, -0.013222412206232548, -0.0617876835167408, 0.1076636090874672, 0.052492402493953705, 0.06791268289089203, 0.12468539923429489, 0.06690780073404312, -0.02765009179711342, 0.06391146034002304, 0.09582806378602982, -0.06424938142299652, -0.030539488419890404, 0.14995676279067993, -0.008970504626631737, 0.015101884491741657, 0.154881089925766, 0.03224752098321915, 0.01385091058909893, 0.00477420212700963, 0.08443127572536469, 0.05834927782416344, 0.04986477270722389, -0.029924485832452774, 0.044335268437862396, -0.07297945022583008, -0.17711520195007324, -0.12218187749385834, -0.017086351290345192, -0.11248470842838287, -0.01989491656422615, 0.019816461950540543, -0.07785987854003906, 0.11403826624155045, 0.042630862444639206, -0.07378414273262024, 0.09197770059108734, 0.23709557950496674, 0.06552112847566605, 0.048681631684303284, 0.11919092386960983, -0.04787750542163849, 0.08130936324596405, 0.07426081597805023, 0.04669706150889397, -0.05577860027551651, 0.033515386283397675, -0.07658317685127258, 0.12494023889303207, -0.09528244286775589, -0.03502573445439339, -0.11631588637828827, -0.09418516606092453, -0.09981609135866165, -0.10326508432626724, 0.07917019724845886, -0.1279340237379074, -0.1046953871846199, 0.012446770444512367, -0.02937622368335724, -0.052088912576436996, 0.010464167222380638, 0.10134266316890717, -0.051072049885988235, 0.14601948857307434, -0.18683136999607086, 0.03489716351032257, -0.01814703270792961, -0.12217361479997635, -0.02781943418085575, 0.030661724507808685, -0.013990707695484161, -0.030674871057271957, -0.049663323909044266, -0.07088060677051544, -0.08852719515562057, -0.03594062104821205, 0.03506573289632797, -0.05973416566848755, -0.030088387429714203, -0.11472414433956146, -0.011268308386206627]"
Thrombospondin.2,"[-0.004676882177591324, -0.16620312631130219, 0.10340920835733414, 0.14193472266197205, 0.10578709095716476, 0.04422975704073906, -0.07839858531951904, 0.0870002955198288, -0.117843396961689, -0.040713898837566376, 0.11412690579891205, 0.09974361956119537, -0.0189095176756382, -0.028802359476685524, 0.04307791218161583, 0.04632992669939995, -0.039318159222602844, 0.09154073148965836, -0.011864391155540943, -0.03697969391942024, -0.008839073590934277, 0.05068018287420273, -0.013368340209126472, -0.1668020784854889, -0.08103612810373306, -0.02306666225194931, -0.08650875091552734, 0.13017810881137848, 0.0198365468531847, -0.030016768723726273, 0.021969987079501152, 0.022508034482598305, 0.11892502754926682, 0.10884716361761093, 0.014674726873636246, 0.02107938565313816, 0.17656627297401428, -0.07055678963661194, 0.025520719587802887, 0.09619168937206268, -0.10864680260419846, 0.08521834760904312, 0.04519258067011833, -0.03985218703746796, 0.05532962083816528, 0.026106655597686768, -0.02304898016154766, -0.0015260889194905758, -0.043046873062849045, 0.09450944513082504, 0.04787343740463257, 0.05031716823577881, 0.12001577019691467, 0.06574422866106033, -0.016053101047873497, 0.0643053650856018, 0.08498769998550415, -0.05503774806857109, -0.023274028673768044, 0.13783051073551178, -0.006144538521766663, 0.014210227876901627, 0.12501880526542664, 0.024926500394940376, 0.020061783492565155, 0.010381101630628109, 0.11027921736240387, 0.06134907156229019, 0.05946241691708565, -0.026731589809060097, 0.029043633490800858, -0.07049216330051422, -0.1673058569431305, -0.12276891618967056, 0.009048262611031532, -0.0934375450015068, -0.024889813736081123, 0.0020079452078789473, -0.07260845601558685, 0.118315689265728, 0.031100619584321976, -0.08362536877393723, 0.07745477557182312, 0.24839648604393005, 0.05740651115775108, 0.037176601588726044, 0.12219985574483871, -0.051243800669908524, 0.07560991495847702, 0.08281563967466354, 0.052259158343076706, -0.04699196293950081, 0.04501959681510925, -0.05504199489951134, 0.10270704329013824, -0.09765224903821945, -0.03656312823295593, -0.10285241901874542, -0.08053812384605408, -0.09189173579216003, -0.10893602669239044, 0.0527869388461113, -0.11434759199619293, -0.1074521392583847, 0.005611870437860489, -0.012875431217253208, -0.033890463411808014, 0.025472840294241905, 0.11340489238500595, -0.02986108511686325, 0.1298007220029831, -0.18873432278633118, 0.049957893788814545, -0.004554799757897854, -0.11856117099523544, -0.027861976996064186, 0.02460302785038948, -0.011785224080085754, -0.017104241997003555, -0.035612866282463074, -0.05823580175638199, -0.07010053098201752, -0.01760607212781906, 0.038743406534194946, -0.072941854596138, -0.027479426935315132, -0.09271328896284103, -0.0071029020473361015]"
Stromelysin.1,"[0.012392591685056686, -0.11716984212398529, 0.1302133947610855, 0.10936551541090012, 0.11060837656259537, 0.04162795469164848, -0.04848535731434822, 0.0825505331158638, -0.09925788640975952, -0.043724849820137024, 0.13763907551765442, 0.10147078335285187, -0.020384717732667923, -0.026508554816246033, 0.037656884640455246, 0.010672134347259998, -0.03464445099234581, 0.08497250080108643, -0.010925684124231339, -0.01825038157403469, 0.01803460344672203, 0.02727147750556469, 0.02940310537815094, -0.14874330163002014, -0.09476084262132645, -0.051976513117551804, -0.07713942229747772, 0.1470920443534851, 0.018626604229211807, -0.051471415907144547, 0.03660494461655617, 0.014726880937814713, 0.1387982964515686, 0.10871850699186325, 0.019534002989530563, -0.010096299462020397, 0.2069166749715805, -0.07315816730260849, 0.042473066598176956, 0.09763640910387039, -0.11606454849243164, 0.09139430522918701, 0.028204474598169327, -0.0400521419942379, 0.08813157677650452, 0.020428495481610298, 0.004000228364020586, 0.0172722227871418, -0.029745742678642273, 0.12453282624483109, 0.06150701269507408, 0.06595779210329056, 0.04493163153529167, 0.0584552101790905, -0.02621852420270443, 0.0690130889415741, 0.11856512725353241, -0.07183017581701279, -0.02077489346265793, 0.12460388988256454, -0.0003333537606522441, 0.015480217523872852, 0.10168665647506714, 0.02507215179502964, 0.03973720222711563, 0.005721828900277615, 0.09798360615968704, 0.055774349719285965, 0.04597201198339462, -0.001358646317385137, 0.055825039744377136, -0.05046508461236954, -0.15409910678863525, -0.1301153302192688, 0.03297215327620506, -0.09617593884468079, 0.003276341361925006, -0.008012350648641586, -0.0749867707490921, 0.1335444301366806, 0.040728047490119934, -0.06542729586362839, 0.06656039506196976, 0.2201312929391861, 0.053559109568595886, 0.07605790346860886, 0.12074486911296844, -0.07267879694700241, 0.07583575695753098, 0.11654352396726608, 0.009927116334438324, -0.06021140515804291, 0.04626763239502907, -0.08179297298192978, 0.08928634971380234, -0.10191835463047028, -0.04446575418114662, -0.11408781260251999, -0.09190087765455246, -0.07735764235258102, -0.11803413927555084, 0.08989975601434708, -0.12187561392784119, -0.11591216921806335, -0.008242715150117874, 0.002197974594309926, -0.05027759075164795, -0.0011191158555448055, 0.09895901381969452, -0.03424965590238571, 0.10528174787759781, -0.1734020859003067, 0.026904979720711708, -0.01847972720861435, -0.09190342575311661, -0.028301719576120377, 0.072593092918396, 0.034242894500494, -0.012648760341107845, -0.0452754981815815, -0.06288404017686844, -0.055858321487903595, -0.04756169766187668, 0.022349758073687553, -0.08225186169147491, -0.009357307106256485, -0.12718099355697632, -0.012354666367173195]"
Ciliary.neurotrophic.factor.receptor.subunit.alpha,"[0.006669839844107628, -0.13169844448566437, 0.08676863461732864, 0.08530008792877197, 0.09372209012508392, 0.05082748457789421, -0.033103909343481064, 0.043471600860357285, -0.09608709812164307, -0.029016602784395218, 0.10666810721158981, 0.06930004805326462, -0.01539448369294405, -0.012047694064676762, 0.044755782932043076, 0.01787237450480461, 0.006067601032555103, 0.07522930949926376, -0.01052997075021267, -0.029806310310959816, -0.0032485523261129856, 0.061534855514764786, 0.002291549928486347, -0.1228184700012207, -0.08579890429973602, -0.03441411629319191, -0.05440659075975418, 0.11610783636569977, 0.013300720602273941, -0.02812565118074417, 0.01488095335662365, -9.840568964136764e-05, 0.10447686165571213, 0.08520548790693283, 0.02119571715593338, 0.0006827949546277523, 0.17337551712989807, -0.06378372758626938, 0.04353618621826172, 0.09650273621082306, -0.08542121201753616, 0.06622260808944702, 0.03307666629552841, -0.026779726147651672, 0.0737481564283371, 0.025014765560626984, -0.042559295892715454, -0.014804842881858349, -0.04974186792969704, 0.0921165943145752, 0.05283166468143463, 0.063123419880867, 0.13431331515312195, 0.06253373622894287, -0.028871985152363777, 0.055989719927310944, 0.11110705882310867, -0.06302370131015778, -0.01870879717171192, 0.11679288744926453, -0.010692920535802841, 0.010635573416948318, 0.10224317014217377, 0.04176502674818039, 0.05843183025717735, -0.033769119530916214, 0.054060760885477066, 0.07982076704502106, 0.047882311046123505, -0.024850085377693176, 0.0542413666844368, -0.07787954807281494, -0.17690779268741608, -0.10494271665811539, 0.005650999955832958, -0.10002521425485611, -0.04204181209206581, 0.017776720225811005, -0.095213882625103, 0.14660996198654175, 0.045857787132263184, -0.0723162293434143, 0.06066051870584488, 0.2667161822319031, 0.08363372087478638, 0.0699140727519989, 0.1405264437198639, -0.08758722245693207, 0.0750642716884613, 0.0918027013540268, 0.050155434757471085, -0.06390269845724106, 0.04543200135231018, -0.07839778810739517, 0.13145564496517181, -0.1083846241235733, -0.05597805976867676, -0.11564620584249496, -0.08741951733827591, -0.11280849575996399, -0.08833367377519608, 0.055668774992227554, -0.14373840391635895, -0.11698178946971893, -0.008045507594943047, -0.025901783257722855, -0.061919815838336945, 0.005326795857399702, 0.0959136039018631, -0.06786606460809708, 0.1451987326145172, -0.19963163137435913, 0.03569292277097702, 0.013171801343560219, -0.11365523189306259, -0.03271094337105751, 0.059616364538669586, 0.01784387417137623, -0.027373937889933586, -0.059969231486320496, -0.04625182971358299, -0.05201130360364914, -0.040253859013319016, 0.03372764214873314, -0.07188966125249863, -0.01070743054151535, -0.09178498387336731, -0.001462469226680696]"
