gene_name,30ff778c-844b-4140-9025-7ab1938f10a9,3396edba-0d2a-4485-ad0a-5114b38c1abe,427a04c9-9b48-49de-8a47-2adc4e1dd32a,461fda5d-d6e6-4354-b035-c302cc43b03f,95668f0b-130d-44d4-94c0-ba7a4e7798e6,9dc09c86-c728-4bd9-b2b6-2d9962dad662,a58e2ae3-a236-4209-8292-70465216cb85,d2e2915c-125e-45c6-b7f3-6a815b3d2859,de5e449b-bc57-4836-89e4-73a3ba24abdf,fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8
HIPK1,4317.0,3497.0,6287.0,9217.0,4587.0,4713.0,5866.0,5369.0,8967.0,3991.0
HIPK1-AS1,6.0,1.0,15.0,0.0,24.0,6.0,4.0,2.0,6.0,31.0
HIPK2,4634.0,3747.0,25042.0,8036.0,12378.0,2451.0,3638.0,8452.0,3920.0,4503.0
HIPK3,5832.0,6951.0,15314.0,8621.0,6590.0,6366.0,4366.0,6688.0,7782.0,5687.0
HIPK4,20.0,28.0,6.0,14.0,31.0,23.0,6.0,15.0,31.0,1.0
HIRA,452.0,330.0,631.0,571.0,756.0,872.0,361.0,951.0,535.0,715.0
HIRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIRIP3,771.0,1164.0,1480.0,671.0,2778.0,1162.0,412.0,1848.0,1062.0,1811.0
HIVEP1,1384.0,2158.0,1835.0,4479.0,713.0,1781.0,3018.0,2275.0,2524.0,2483.0
HIVEP2,1801.0,2240.0,4933.0,2601.0,783.0,1127.0,3043.0,2233.0,3492.0,2956.0
HIVEP3,1120.0,1304.0,2167.0,1558.0,3149.0,2548.0,1045.0,2110.0,5413.0,2047.0
HJURP,624.0,937.0,3366.0,989.0,303.0,997.0,710.0,157.0,1367.0,1204.0
HJV,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,10.0
HK1,10854.0,9398.0,20476.0,9847.0,25013.0,6894.0,8199.0,12258.0,9961.0,10070.0
HK2,2293.0,5336.0,2862.0,6415.0,10802.0,11770.0,4807.0,11057.0,3991.0,18523.0
HK2P1,1.0,1.0,4.0,0.0,28.0,8.0,0.0,4.0,7.0,7.0
HK3,2225.0,585.0,87.0,115.0,102.0,92.0,343.0,122.0,266.0,481.0
HKDC1,1.0,0.0,9.0,0.0,6.0,5.0,13.0,1.0,2.0,9.0
HLA-A,57935.0,31641.0,55855.0,26910.0,27884.0,39438.0,56746.0,40758.0,11951.0,55290.0
HLA-B,93394.0,43274.0,104115.0,44543.0,54500.0,46406.0,169979.0,73634.0,26025.0,84948.0
HLA-C,46726.0,41654.0,74096.0,32921.0,49100.0,24657.0,94463.0,63306.0,16789.0,44486.0
HLA-DMA,7141.0,2468.0,2662.0,1993.0,1684.0,3544.0,3798.0,3781.0,1935.0,2542.0
HLA-DMB,5036.0,1644.0,1271.0,931.0,673.0,1304.0,2594.0,2255.0,1061.0,1622.0
HLA-DOA,2413.0,1203.0,1581.0,369.0,766.0,1010.0,2291.0,4055.0,928.0,1236.0
HLA-DOB,60.0,20.0,59.0,14.0,40.0,301.0,142.0,98.0,28.0,123.0
HLA-DPA1,33152.0,16532.0,8924.0,4842.0,3391.0,12294.0,23584.0,33636.0,10956.0,17091.0
HLA-DPA2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
HLA-DPA3,15.0,6.0,4.0,0.0,7.0,5.0,2.0,1.0,2.0,3.0
HLA-DPB1,20296.0,9614.0,8738.0,2499.0,5617.0,10833.0,9862.0,19596.0,5989.0,7981.0
HLA-DPB2,126.0,22.0,155.0,0.0,8.0,83.0,30.0,16.0,6.0,25.0
HLA-DQA1,8058.0,9168.0,8186.0,2626.0,2161.0,7909.0,14086.0,11549.0,3967.0,7465.0
HLA-DQA2,3194.0,563.0,230.0,770.0,709.0,1231.0,1486.0,3222.0,94.0,3045.0
HLA-DQB1,3184.0,8579.0,10124.0,2637.0,3225.0,7231.0,8995.0,11025.0,4438.0,3892.0
HLA-DQB1-AS1,13.0,22.0,65.0,28.0,12.0,47.0,26.0,23.0,21.0,15.0
HLA-DQB2,1305.0,772.0,44.0,83.0,194.0,1043.0,1062.0,1996.0,383.0,1231.0
HLA-DQB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,77047.0,38369.0,27243.0,13406.0,16187.0,39560.0,57979.0,62075.0,20616.0,38030.0
HLA-DRB1,27370.0,28472.0,18664.0,5949.0,9977.0,141209.0,31534.0,28442.0,13976.0,16657.0
HLA-DRB5,10173.0,12227.0,7747.0,1158.0,1351.0,14531.0,4587.0,7885.0,5898.0,6300.0
HLA-DRB6,2243.0,823.0,562.0,821.0,467.0,2159.0,1653.0,2761.0,157.0,2010.0
HLA-DRB9,12.0,4.0,4.0,1.0,7.0,35.0,13.0,28.0,2.0,6.0
HLA-E,55704.0,22576.0,37841.0,14276.0,23359.0,33747.0,50723.0,42867.0,23585.0,36142.0
HLA-F,2738.0,1832.0,6679.0,1093.0,2161.0,3832.0,2740.0,2682.0,894.0,2411.0
HLA-F-AS1,56.0,30.0,154.0,47.0,35.0,23.0,50.0,37.0,40.0,42.0
HLA-G,255.0,95.0,622.0,64.0,256.0,173.0,206.0,275.0,64.0,266.0
HLA-H,1025.0,735.0,2684.0,379.0,1176.0,605.0,3631.0,1947.0,371.0,1978.0
HLA-J,13.0,11.0,54.0,26.0,12.0,23.0,14.0,18.0,10.0,13.0
HLA-K,53.0,52.0,58.0,148.0,72.0,107.0,38.0,370.0,81.0,72.0
HLA-L,245.0,74.0,1077.0,84.0,254.0,221.0,991.0,343.0,240.0,341.0
HLA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-P,0.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0
HLA-S,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0
HLA-T,2.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0
HLA-U,3.0,3.0,13.0,4.0,4.0,3.0,8.0,8.0,4.0,0.0
HLA-V,6.0,23.0,1089.0,0.0,43.0,127.0,10.0,36.0,15.0,17.0
HLA-W,15.0,6.0,16.0,10.0,20.0,6.0,13.0,27.0,5.0,14.0
HLA-Z,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
HLCS,1465.0,946.0,2457.0,2759.0,2985.0,1385.0,4079.0,2525.0,2766.0,2007.0
HLCS-IT1,1.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0
HLF,228.0,140.0,688.0,192.0,857.0,393.0,592.0,522.0,166.0,42.0
HLFP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLTF,1170.0,920.0,4378.0,6429.0,1496.0,772.0,2377.0,1691.0,3017.0,1789.0
HLTF-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLX,278.0,122.0,370.0,24.0,60.0,229.0,79.0,301.0,193.0,189.0
HLX-AS1,4.0,2.0,17.0,10.0,0.0,3.0,0.0,5.0,1.0,0.0
HM13,9589.0,6520.0,43738.0,13817.0,16924.0,11604.0,10525.0,9126.0,12438.0,8339.0
HM13-AS1,2.0,5.0,7.0,0.0,4.0,4.0,0.0,2.0,2.0,10.0
HM13-IT1,13.0,6.0,74.0,60.0,16.0,65.0,14.0,24.0,13.0,33.0
HMBOX1,756.0,1025.0,725.0,993.0,518.0,892.0,599.0,1313.0,788.0,546.0
HMBOX1-IT1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
HMBS,1194.0,517.0,1480.0,945.0,2829.0,1238.0,821.0,1233.0,836.0,1361.0
HMCES,1699.0,2625.0,2550.0,1651.0,3032.0,3393.0,3145.0,2809.0,3736.0,3104.0
HMCN1,5075.0,1330.0,6698.0,3465.0,611.0,1100.0,2142.0,2128.0,3978.0,2654.0
HMCN2,147.0,506.0,250.0,77.0,163.0,104.0,148.0,195.0,311.0,75.0
HMG20A,1375.0,802.0,3377.0,1633.0,1477.0,745.0,1000.0,1660.0,1647.0,998.0
HMG20B,2523.0,7050.0,5328.0,2697.0,9336.0,11245.0,2263.0,10515.0,7486.0,6187.0
HMGA1,6592.0,4659.0,15453.0,10184.0,3840.0,5193.0,10385.0,4519.0,6753.0,7598.0
HMGA1P1,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0
HMGA1P2,4.0,7.0,15.0,16.0,8.0,24.0,8.0,8.0,16.0,6.0
HMGA1P3,3.0,0.0,5.0,0.0,6.0,1.0,0.0,2.0,0.0,7.0
HMGA1P4,20.0,7.0,13.0,8.0,34.0,66.0,43.0,10.0,7.0,29.0
HMGA1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGA1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGA1P7,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGA1P8,1.0,3.0,8.0,18.0,14.0,3.0,2.0,2.0,4.0,2.0
HMGA2,193.0,21.0,53.0,119.0,7.0,33.0,5.0,99.0,44.0,67.0
HMGA2-AS1,35.0,56.0,26.0,255.0,12.0,21.0,107.0,206.0,99.0,157.0
HMGB1,12107.0,8026.0,16104.0,17531.0,14371.0,18031.0,14091.0,15007.0,16866.0,29247.0
HMGB1P1,9.0,2.0,50.0,4.0,12.0,1.0,10.0,7.0,18.0,13.0
HMGB1P10,155.0,71.0,76.0,129.0,69.0,74.0,176.0,134.0,71.0,306.0
HMGB1P11,1.0,1.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0
HMGB1P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P14,5.0,4.0,10.0,11.0,13.0,8.0,3.0,2.0,2.0,4.0
HMGB1P15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P16,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
HMGB1P17,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
HMGB1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P19,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,12.0
HMGB1P20,7.0,2.0,7.0,6.0,0.0,2.0,1.0,4.0,5.0,11.0
HMGB1P21,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0
HMGB1P22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P23,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HMGB1P24,1.0,1.0,0.0,5.0,3.0,11.0,1.0,3.0,4.0,4.0
HMGB1P25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P26,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0
HMGB1P27,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
HMGB1P28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGB1P3,0.0,2.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
HMGB1P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGB1P31,11.0,9.0,15.0,11.0,57.0,7.0,12.0,11.0,7.0,14.0
HMGB1P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P33,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
HMGB1P35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGB1P37,5.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0
HMGB1P38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P39,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0
HMGB1P4,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
HMGB1P40,0.0,1.0,2.0,0.0,1.0,17.0,1.0,2.0,1.0,1.0
HMGB1P41,3.0,2.0,2.0,0.0,21.0,3.0,11.0,6.0,5.0,0.0
HMGB1P42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
HMGB1P44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMGB1P45,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
HMGB1P49,0.0,1.0,3.0,27.0,2.0,5.0,0.0,0.0,1.0,0.0
HMGB1P5,738.0,470.0,852.0,610.0,864.0,2320.0,770.0,636.0,951.0,1345.0
HMGB1P50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB1P51,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0
HMGB1P6,607.0,289.0,581.0,525.0,354.0,1396.0,670.0,635.0,544.0,1009.0
HMGB1P7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0
HMGB1P8,3.0,6.0,11.0,1.0,8.0,14.0,5.0,10.0,2.0,13.0
HMGB1P9,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
HMGB2,4646.0,12908.0,4837.0,3670.0,7089.0,12028.0,1755.0,2397.0,10987.0,2646.0
HMGB2P1,2.0,3.0,2.0,0.0,5.0,3.0,1.0,0.0,3.0,0.0
HMGB3,1730.0,2517.0,4276.0,2336.0,1385.0,1654.0,2870.0,2405.0,8319.0,3475.0
HMGB3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGB3P10,10.0,5.0,1.0,0.0,3.0,12.0,4.0,4.0,9.0,3.0
HMGB3P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P13,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P14,2.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0
HMGB3P15,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
HMGB3P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMGB3P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
HMGB3P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
HMGB3P20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P22,4.0,22.0,14.0,9.0,39.0,10.0,27.0,13.0,6.0,93.0
HMGB3P23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P24,8.0,6.0,9.0,8.0,15.0,28.0,3.0,13.0,15.0,8.0
HMGB3P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HMGB3P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P31,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
HMGB3P32,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0
HMGB3P4,3.0,3.0,1.0,0.0,3.0,5.0,3.0,3.0,7.0,0.0
HMGB3P5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HMGB3P6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
HMGB3P7,2.0,0.0,2.0,20.0,4.0,12.0,2.0,3.0,1.0,10.0
HMGB3P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3P9,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
HMGB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCL,2026.0,1730.0,1746.0,1061.0,5358.0,2726.0,945.0,3572.0,1297.0,1461.0
HMGCLL1,26.0,19.0,13.0,39.0,1009.0,40.0,5.0,56.0,17.0,400.0
HMGCR,2057.0,3078.0,2776.0,5423.0,3289.0,1803.0,3017.0,2859.0,4952.0,2298.0
HMGCS1,1509.0,2164.0,5324.0,5059.0,2341.0,1280.0,2565.0,2674.0,4492.0,2364.0
HMGCS2,1805.0,725.0,0.0,92.0,149.0,25.0,1821.0,150.0,1.0,37.0
HMGN1,6722.0,5726.0,8698.0,8037.0,12877.0,13454.0,12743.0,12309.0,10386.0,17783.0
HMGN1P1,13.0,3.0,15.0,15.0,5.0,15.0,14.0,7.0,7.0,1.0
HMGN1P10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HMGN1P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P12,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
HMGN1P13,3.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0
HMGN1P14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMGN1P15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
HMGN1P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGN1P2,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
HMGN1P20,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
HMGN1P24,0.0,1.0,5.0,0.0,0.0,12.0,2.0,0.0,7.0,0.0
HMGN1P26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
HMGN1P28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0
HMGN1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P30,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0
HMGN1P31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HMGN1P32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGN1P33,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
HMGN1P34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HMGN1P35,3.0,3.0,0.0,1.0,6.0,1.0,3.0,5.0,2.0,12.0
HMGN1P36,10.0,27.0,38.0,5.0,37.0,46.0,34.0,30.0,24.0,36.0
HMGN1P37,20.0,17.0,44.0,1.0,76.0,31.0,56.0,28.0,38.0,48.0
HMGN1P38,18.0,6.0,26.0,1.0,22.0,11.0,28.0,13.0,16.0,5.0
HMGN1P4,13.0,4.0,15.0,4.0,4.0,7.0,11.0,3.0,9.0,0.0
HMGN1P5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HMGN1P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN1P8,5.0,5.0,6.0,14.0,3.0,3.0,4.0,3.0,7.0,8.0
HMGN1P9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HMGN2,10561.0,14962.0,11026.0,6435.0,14937.0,12681.0,6554.0,12295.0,8368.0,9394.0
HMGN2P10,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
HMGN2P11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HMGN2P13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
HMGN2P15,51.0,15.0,34.0,55.0,202.0,147.0,11.0,36.0,54.0,4.0
HMGN2P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P17,105.0,100.0,92.0,98.0,83.0,101.0,92.0,75.0,71.0,87.0
HMGN2P18,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
HMGN2P19,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
HMGN2P2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HMGN2P20,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
HMGN2P21,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0
HMGN2P22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
HMGN2P23,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HMGN2P24,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HMGN2P25,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HMGN2P26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P27,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,12.0
HMGN2P28,4.0,6.0,2.0,0.0,4.0,3.0,11.0,3.0,1.0,18.0
HMGN2P3,21.0,34.0,28.0,10.0,24.0,19.0,19.0,41.0,15.0,36.0
HMGN2P30,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,2.0,12.0
HMGN2P31,0.0,1.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0
HMGN2P32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
HMGN2P34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P35,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
HMGN2P36,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
HMGN2P38,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0
HMGN2P39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P4,5.0,11.0,7.0,1.0,10.0,3.0,8.0,11.0,4.0,1.0
HMGN2P40,2.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
HMGN2P41,18.0,15.0,12.0,8.0,11.0,8.0,15.0,29.0,7.0,37.0
HMGN2P46,15.0,34.0,28.0,27.0,178.0,47.0,27.0,183.0,39.0,149.0
HMGN2P47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P5,23.0,89.0,60.0,26.0,100.0,60.0,16.0,16.0,41.0,58.0
HMGN2P6,4.0,8.0,5.0,6.0,1.0,1.0,0.0,3.0,3.0,5.0
HMGN2P7,1.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0
HMGN2P8,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0
HMGN2P9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN3,1593.0,1765.0,1997.0,1511.0,2105.0,4955.0,2134.0,1147.0,1259.0,2972.0
HMGN3-AS1,45.0,59.0,81.0,88.0,65.0,165.0,79.0,78.0,93.0,197.0
HMGN3P1,2.0,0.0,2.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0
HMGN4,3578.0,3428.0,3861.0,4115.0,5667.0,5476.0,1902.0,4468.0,5518.0,4130.0
HMGN5,316.0,313.0,372.0,402.0,553.0,860.0,772.0,852.0,1599.0,612.0
HMGXB3,3343.0,2712.0,3523.0,4888.0,6018.0,6390.0,2072.0,4791.0,5815.0,3559.0
HMGXB4,1331.0,1107.0,1774.0,4693.0,2610.0,1918.0,2201.0,2889.0,3672.0,2333.0
HMHB1,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0
HMMR,918.0,874.0,520.0,1197.0,312.0,541.0,562.0,144.0,654.0,1176.0
HMMR-AS1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
HMOX1,105195.0,4694.0,1808.0,891.0,434.0,1329.0,1701.0,3090.0,2670.0,3337.0
HMOX2,2481.0,2131.0,2563.0,2854.0,3708.0,2870.0,1430.0,3592.0,2815.0,7324.0
HMSD,4.0,8.0,1.0,0.0,4.0,13.0,5.0,6.0,8.0,0.0
HMX1,1.0,0.0,9.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0
HMX2,0.0,14.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,113.0
HMX3,2.0,390.0,99.0,39.0,2.0,62.0,0.0,2.0,1.0,48.0
HNF1A,2.0,0.0,0.0,11.0,5.0,4.0,0.0,1.0,1.0,0.0
HNF1A-AS1,1.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,0.0,4.0
HNF1B,0.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0,2.0,0.0
HNF4A,0.0,3.0,1.0,23.0,0.0,2.0,1.0,0.0,11.0,0.0
HNF4A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNF4G,29.0,36.0,555.0,349.0,208.0,132.0,23.0,34.0,182.0,7.0
HNF4GP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNMT,4944.0,1980.0,1103.0,4991.0,2534.0,4164.0,2401.0,2531.0,1709.0,5273.0
HNRNPA0,7445.0,10598.0,6771.0,11808.0,17380.0,10636.0,5713.0,17849.0,12781.0,15531.0
HNRNPA1,29371.0,42829.0,18783.0,24257.0,48073.0,47188.0,17191.0,24091.0,33994.0,29402.0
HNRNPA1L2,156.0,132.0,211.0,56.0,478.0,325.0,63.0,240.0,229.0,285.0
HNRNPA1P1,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
HNRNPA1P10,50.0,38.0,42.0,27.0,95.0,93.0,35.0,52.0,119.0,69.0
HNRNPA1P11,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
HNRNPA1P12,5.0,17.0,8.0,7.0,20.0,26.0,14.0,4.0,13.0,7.0
HNRNPA1P13,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
