gene_name,30ff778c-844b-4140-9025-7ab1938f10a9,3396edba-0d2a-4485-ad0a-5114b38c1abe,427a04c9-9b48-49de-8a47-2adc4e1dd32a,461fda5d-d6e6-4354-b035-c302cc43b03f,95668f0b-130d-44d4-94c0-ba7a4e7798e6,9dc09c86-c728-4bd9-b2b6-2d9962dad662,a58e2ae3-a236-4209-8292-70465216cb85,d2e2915c-125e-45c6-b7f3-6a815b3d2859,de5e449b-bc57-4836-89e4-73a3ba24abdf,fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8
AC147055.3,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
AC147055.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC147067.1,71.0,78.0,79.0,13.0,57.0,78.0,45.0,78.0,59.0,55.0
AC147067.2,8.0,7.0,2.0,0.0,5.0,35.0,10.0,16.0,19.0,8.0
AC147651.1,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0
AC147876.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148476.1,3.0,10.0,1.0,4.0,10.0,14.0,0.0,5.0,1.0,3.0
AC148477.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC148477.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC148477.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC148477.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC152007.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC152010.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
AC156455.1,51.0,5.0,21.0,12.0,4.0,21.0,5.0,21.0,19.0,25.0
AC159540.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC159540.2,0.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,4.0,7.0
AC174048.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC174071.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC174469.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC183088.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC183088.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC183088.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC183088.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC188616.1,3.0,0.0,51.0,0.0,2.0,2.0,0.0,1.0,3.0,5.0
AC188617.1,4.0,0.0,5.0,1.0,10.0,0.0,5.0,12.0,0.0,0.0
AC188617.2,0.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0
AC190387.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC207130.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
AC209005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC209007.1,7.0,5.0,5.0,1.0,14.0,3.0,7.0,6.0,5.0,6.0
AC211429.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211433.1,2.0,8.0,10.0,42.0,8.0,16.0,9.0,9.0,6.0,9.0
AC211433.2,0.0,3.0,1.0,0.0,3.0,13.0,0.0,2.0,4.0,1.0
AC211433.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211469.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
AC211469.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211476.1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
AC211476.2,4.0,3.0,6.0,8.0,9.0,9.0,19.0,3.0,2.0,6.0
AC211476.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211476.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211476.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211476.6,2.0,4.0,6.0,0.0,15.0,8.0,36.0,5.0,4.0,8.0
AC211485.1,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0
AC211486.1,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0
AC211486.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211486.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211486.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC211486.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC215217.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC215522.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC215522.2,1.0,0.0,33.0,2.0,7.0,2.0,3.0,2.0,5.0,0.0
AC215522.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
AC215524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC217774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC217774.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC226101.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC226118.1,2.0,1.0,79.0,0.0,5.0,1.0,88.0,5.0,3.0,4.0
AC226119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC226119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC226119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC226150.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231532.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231532.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231533.1,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
AC231533.2,5.0,1.0,9.0,1.0,12.0,12.0,3.0,1.0,7.0,9.0
AC231656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231657.1,0.0,1.0,3.0,23.0,7.0,5.0,0.0,12.0,2.0,1.0
AC231657.2,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0
AC231657.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231759.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231759.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231760.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC231981.1,11.0,0.0,14.0,0.0,3.0,4.0,4.0,12.0,2.0,2.0
AC232271.1,49.0,29.0,34.0,343.0,158.0,198.0,89.0,78.0,82.0,64.0
AC232271.2,0.0,0.0,2.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0
AC232271.3,14.0,15.0,46.0,90.0,39.0,23.0,76.0,29.0,16.0,23.0
AC232323.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233263.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233263.7,0.0,0.0,0.0,19.0,0.0,1.0,2.0,0.0,0.0,0.0
AC233266.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233266.2,1.0,3.0,1.0,0.0,15.0,14.0,2.0,7.0,7.0,8.0
AC233280.1,6.0,4.0,4.0,2.0,9.0,14.0,9.0,6.0,8.0,0.0
AC233280.2,2.0,3.0,25.0,132.0,21.0,47.0,43.0,19.0,12.0,25.0
AC233280.36,1.0,0.0,1.0,9.0,5.0,2.0,14.0,4.0,4.0,10.0
AC233290.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC233290.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233300.1,3.0,4.0,10.0,36.0,2.0,7.0,10.0,9.0,13.0,4.0
AC233699.1,0.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,10.0,1.0
AC233701.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
AC233702.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
AC233702.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233702.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233723.1,12.0,22.0,12.0,0.0,18.0,34.0,4.0,19.0,12.0,29.0
AC233723.2,91.0,55.0,126.0,155.0,387.0,142.0,57.0,165.0,128.0,104.0
AC233724.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233724.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233728.1,3.0,4.0,6.0,8.0,4.0,27.0,5.0,8.0,2.0,12.0
AC233964.1,2.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,5.0,2.0
AC233968.1,3.0,0.0,1.0,0.0,1.0,8.0,3.0,0.0,1.0,1.0
AC233976.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233976.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
AC233981.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233992.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233992.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC233992.3,0.0,1.0,0.0,0.0,8.0,2.0,0.0,6.0,3.0,0.0
AC234031.1,1.0,2.0,1.0,2.0,6.0,21.0,29.0,3.0,6.0,24.0
AC234063.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC234064.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234582.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234644.1,1.0,0.0,4.0,0.0,2.0,3.0,0.0,6.0,3.0,1.0
AC234644.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234771.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC234771.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234771.4,0.0,4.0,6.0,0.0,4.0,5.0,0.0,1.0,7.0,18.0
AC234771.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234772.1,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0
AC234775.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234775.2,12.0,7.0,32.0,24.0,13.0,11.0,7.0,15.0,23.0,8.0
AC234775.3,1.0,3.0,2.0,0.0,3.0,14.0,4.0,9.0,2.0,0.0
AC234778.1,0.0,0.0,2.0,0.0,8.0,4.0,0.0,1.0,4.0,2.0
AC234779.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234781.1,1.0,1.0,3.0,21.0,2.0,7.0,0.0,4.0,8.0,0.0
AC234781.2,0.0,1.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0
AC234781.3,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0
AC234781.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
AC234781.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AC234782.1,3.0,0.0,45.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0
AC234782.2,2.0,1.0,3.0,30.0,9.0,34.0,1.0,2.0,10.0,40.0
AC234791.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
AC234917.1,0.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0
AC234917.2,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0
AC234917.3,112.0,37.0,233.0,114.0,742.0,60.0,151.0,119.0,163.0,217.0
AC235097.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC235565.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC235565.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC236668.1,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
AC236972.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC236972.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC236972.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC236972.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC237221.1,23.0,6.0,10.0,10.0,1.0,8.0,207.0,12.0,12.0,6.0
AC237221.2,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
AC239367.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239367.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239367.3,0.0,2.0,1.0,0.0,5.0,0.0,14.0,0.0,1.0,9.0
AC239584.1,0.0,3.0,0.0,0.0,3.0,8.0,12.0,0.0,4.0,12.0
AC239585.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239585.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239600.1,0.0,0.0,8.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0
AC239727.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239798.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239798.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239799.1,0.0,1.0,2.0,0.0,4.0,2.0,4.0,14.0,2.0,8.0
AC239799.2,0.0,2.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0
AC239800.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC239800.2,7.0,0.0,8.0,0.0,21.0,20.0,2.0,1.0,8.0,1.0
AC239800.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239801.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC239802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239802.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239803.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239804.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239804.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
AC239809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239809.2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0
AC239809.3,13.0,13.0,11.0,25.0,12.0,32.0,6.0,40.0,17.0,3.0
AC239859.1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC239859.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239859.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239859.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239859.5,24.0,5.0,2.0,0.0,3.0,0.0,1.0,10.0,5.0,10.0
AC239860.1,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
AC239860.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC239860.3,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0
AC239860.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AC239868.1,0.0,0.0,1.0,9.0,0.0,11.0,4.0,5.0,5.0,0.0
AC240442.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC240565.2,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AC241377.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC241377.2,0.0,3.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,1.0
AC241377.3,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
AC241377.4,2.0,0.0,0.0,0.0,6.0,0.0,5.0,3.0,0.0,1.0
AC241520.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC241585.1,118.0,55.0,241.0,55.0,66.0,11.0,156.0,258.0,110.0,87.0
AC241585.2,5.0,5.0,11.0,3.0,58.0,6.0,1.0,12.0,14.0,0.0
AC241585.3,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0
AC241644.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC241644.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC241644.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC241929.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC241952.1,152.0,88.0,381.0,66.0,147.0,131.0,331.0,163.0,263.0,124.0
AC242022.1,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
AC242022.2,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0
AC242376.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
AC242426.1,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
AC242426.2,2.0,1.0,9.0,9.0,3.0,3.0,4.0,4.0,1.0,0.0
AC242498.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242628.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242842.1,10.0,12.0,18.0,6.0,4.0,22.0,13.0,34.0,20.0,14.0
AC242842.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242842.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242852.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242852.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC242988.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0
AC242988.2,9.0,1.0,1.0,9.0,3.0,1.0,1.0,4.0,2.0,12.0
AC243312.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243428.1,1.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
AC243547.1,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0
AC243547.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243547.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243562.1,4.0,0.0,13.0,0.0,11.0,6.0,1.0,2.0,4.0,0.0
AC243562.2,10.0,2.0,51.0,14.0,0.0,34.0,0.0,6.0,14.0,3.0
AC243562.3,1.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,2.0,3.0
AC243571.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243571.2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0
AC243585.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243585.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243591.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243654.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0
AC243654.2,1.0,0.0,1.0,8.0,2.0,6.0,1.0,0.0,3.0,1.0
AC243654.3,4.0,0.0,3.0,0.0,5.0,0.0,3.0,3.0,4.0,4.0
AC243725.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243732.1,7.0,2.0,9.0,7.0,8.0,18.0,7.0,8.0,11.0,18.0
AC243772.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243772.2,16.0,11.0,21.0,30.0,26.0,125.0,43.0,8.0,12.0,46.0
AC243772.3,6.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.0
AC243773.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
AC243773.2,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,7.0
AC243829.1,2.0,4.0,12.0,0.0,105.0,19.0,6.0,1.0,5.0,1.0
AC243829.2,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
AC243829.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243829.4,3.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
AC243829.5,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
AC243829.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243829.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243830.1,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
AC243830.2,1.0,2.0,5.0,0.0,17.0,18.0,9.0,5.0,16.0,12.0
AC243830.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243919.1,7391.0,5203.0,2643.0,2064.0,522.0,380.0,1539.0,3659.0,4351.0,8775.0
AC243919.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243960.1,36.0,11.0,13.0,0.0,13.0,60.0,79.0,66.0,19.0,34.0
AC243960.10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
AC243960.2,4.0,3.0,5.0,2.0,9.0,4.0,2.0,2.0,11.0,10.0
AC243960.3,16.0,64.0,13.0,21.0,232.0,19.0,151.0,65.0,58.0,21.0
AC243960.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243960.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243961.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243962.1,6.0,2.0,5.0,2.0,2.0,2.0,3.0,13.0,4.0,7.0
AC243964.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243964.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC243964.3,35.0,13.0,19.0,61.0,171.0,207.0,4.0,111.0,17.0,6.0
AC243964.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243965.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243965.2,3.0,0.0,25.0,7.0,8.0,5.0,9.0,3.0,6.0,0.0
AC243967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243967.2,0.0,0.0,2.0,0.0,8.0,0.0,4.0,6.0,6.0,0.0
AC243967.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
AC243972.1,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0
AC243972.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,227.0
AC243972.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243994.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC244015.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC244015.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC244023.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC244033.1,1.0,2.0,4.0,0.0,1.0,4.0,2.0,5.0,4.0,0.0
AC244033.2,43.0,81.0,181.0,210.0,244.0,244.0,58.0,94.0,85.0,114.0
AC244034.1,5.0,7.0,5.0,16.0,14.0,3.0,1.0,7.0,3.0,8.0
AC244034.2,3.0,1.0,3.0,4.0,3.0,24.0,3.0,5.0,0.0,4.0
AC244034.3,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AC244035.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC244035.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
